Date,Open,High,Low,Close,Adj Close,Volume,Change
2020-04-16,47.796001,50.630001,47.114666,49.680668,49.680668,309868500,0.0394
2020-04-17,51.485332,51.663334,49.844002,50.259335,50.259335,196923000,-0.0238
2020-04-20,48.846668,51.037998,47.480667,49.757332,49.757332,221199000,0.0186
2020-04-21,48.674667,50.222000,44.919334,45.781334,45.781334,303136500,-0.0594
2020-04-22,46.931999,48.933334,45.914001,48.807335,48.807335,212482500,0.0400
2020-04-23,48.506668,48.933334,46.875332,47.042000,47.042000,198550500,-0.0302
2020-04-24,47.387333,48.715332,46.545334,48.343334,48.343334,198180000,0.0202
2020-04-27,49.174000,53.299332,49.000000,53.250000,53.250000,310221000,0.0829
2020-04-28,53.042667,53.666668,50.445999,51.274666,51.274666,228330000,-0.0333
2020-04-29,52.678001,53.546665,52.210667,53.367332,53.367332,243240000,0.0131
2020-04-30,57.012669,57.987999,50.900002,52.125332,52.125332,427078500,-0.0857
2020-05-01,50.333332,51.518002,45.535999,46.754665,46.754665,487977000,-0.0711
2020-05-04,46.733334,50.799999,46.533333,50.745998,50.745998,288556500,0.0859
2020-05-05,52.652668,53.261333,50.812000,51.214001,51.214001,254875500,-0.0273
2020-05-06,51.766666,52.653332,50.740665,52.172001,52.172001,166848000,0.0078
2020-05-07,51.813999,53.093334,51.490002,52.002666,52.002666,172915500,0.0036
2020-05-08,52.917999,54.933334,52.467335,54.627998,54.627998,241297500,0.0323
2020-05-11,52.700668,54.933334,52.333332,54.085999,54.085999,247794000,0.0263
2020-05-12,55.133331,56.219334,53.866669,53.960667,53.960667,238603500,-0.0213
2020-05-13,54.722000,55.066666,50.886665,52.730667,52.730667,285982500,-0.0364
2020-05-14,52.000000,53.557335,50.933334,53.555332,53.555332,205233000,0.0299
2020-05-15,52.689999,53.669998,52.436668,53.278000,53.278000,157776000,0.0112
2020-05-18,55.185333,55.647999,53.591999,54.242001,54.242001,174987000,-0.0171
2020-05-19,54.344666,54.804668,53.738667,53.867332,53.867332,144547500,-0.0088
2020-05-20,54.700001,55.066666,54.119999,54.370667,54.370667,109639500,-0.0060
2020-05-21,54.400002,55.500000,53.066666,55.173332,55.173332,183819000,0.0142
2020-05-22,54.811333,55.452000,54.133331,54.458668,54.458668,149812500,-0.0064
2020-05-26,55.633331,55.639999,54.380669,54.591331,54.591331,121345500,-0.0187
2020-05-27,54.723999,55.180668,52.333332,54.681999,54.681999,173242500,-0.0008
2020-05-28,54.234001,54.983334,53.445999,53.720669,53.720669,108834000,-0.0095
2020-05-29,53.916668,55.666668,53.613998,55.666668,55.666668,176467500,0.0325
2020-06-01,57.200001,59.933334,56.939999,59.873333,59.873333,224092500,0.0467
2020-06-02,59.646667,60.577332,58.066666,58.770668,58.770668,203484000,-0.0147
2020-06-03,59.208000,59.862667,58.673332,58.863998,58.863998,119242500,-0.0058
2020-06-04,59.325333,59.716667,57.229332,57.625332,57.625332,133315500,-0.0287
2020-06-05,58.522667,59.101334,57.746666,59.043999,59.043999,117178500,0.0089
2020-06-08,61.266666,63.333332,60.610668,63.327999,63.327999,212620500,0.0336
2020-06-09,62.667332,63.629333,61.595333,62.711334,62.711334,170823000,0.0007
2020-06-10,66.125336,68.498665,65.500000,68.336670,68.336670,278451000,0.0334
2020-06-11,66.013336,67.930664,64.800003,64.856003,64.856003,238747500,-0.0175
2020-06-12,65.333336,65.865334,60.840000,62.352001,62.352001,251451000,-0.0456
2020-06-15,61.186001,66.589333,60.566666,66.059998,66.059998,235458000,0.0797
2020-06-16,67.456665,67.525330,64.159332,65.475334,65.475334,210766500,-0.0294
2020-06-17,65.847336,67.000000,65.504669,66.119331,66.119331,148362000,0.0041
2020-06-18,66.866669,67.946671,66.297997,66.930664,66.930664,146278500,0.0010
2020-06-19,67.518669,67.731331,66.089333,66.726669,66.726669,130195500,-0.0117
2020-06-22,66.663330,67.258667,66.001335,66.288002,66.288002,95436000,-0.0056
2020-06-23,66.592003,67.466667,66.267334,66.785332,66.785332,95479500,0.0029
2020-06-24,66.274002,66.725334,63.542667,64.056664,64.056664,164394000,-0.0335
2020-06-25,63.618000,65.732002,62.476665,65.732002,65.732002,138817500,0.0332
2020-06-26,66.318665,66.333336,63.658001,63.982666,63.982666,132823500,-0.0352
2020-06-29,64.600670,67.333336,63.234669,67.290001,67.290001,135396000,0.0416
2020-06-30,67.099998,72.512665,66.915337,71.987335,71.987335,253777500,0.0728
2020-07-01,72.199997,75.688667,72.033333,74.641998,74.641998,199903500,0.0338
2020-07-02,81.431999,81.866669,79.040001,80.577332,80.577332,258751500,-0.0105
2020-07-06,85.112663,91.852669,84.402664,91.438667,91.438667,308548500,0.0743
2020-07-07,93.667336,95.300003,89.113998,92.657333,92.657333,322345500,-0.0108
2020-07-08,93.666664,94.484001,87.422668,91.058670,91.058670,244669500,-0.0278
2020-07-09,93.132668,93.903999,90.085335,92.952003,92.952003,175764000,-0.0019
2020-07-10,93.066666,103.261330,91.734001,102.976669,102.976669,350064000,0.1065
2020-07-13,110.599998,119.666000,98.073997,99.804001,99.804001,584781000,-0.0976
2020-07-14,103.733330,106.000000,95.400002,101.120003,101.120003,351271500,-0.0252
2020-07-15,102.866669,103.333336,97.133331,103.067329,103.067329,245517000,0.0020
2020-07-16,98.477333,102.113998,97.733330,100.042664,100.042664,214512000,0.0159
2020-07-17,100.896667,102.500664,99.333336,100.056000,100.056000,139950000,-0.0083
2020-07-20,101.267334,110.000000,99.199997,109.533333,109.533333,256821000,0.0816
2020-07-21,109.328667,111.666664,103.866669,104.557335,104.557335,241608000,-0.0436
2020-07-22,106.599998,108.428001,104.133331,106.155334,106.155334,212416500,-0.0042
2020-07-23,111.930000,112.599998,98.718002,100.871330,100.871330,364927500,-0.0988
2020-07-24,94.400665,97.666664,91.102669,94.466667,94.466667,290949000,0.0007
2020-07-27,95.666664,103.195999,94.199997,102.639999,102.639999,240730500,0.0729
2020-07-28,100.266670,104.313332,98.294670,98.432671,98.432671,237130500,-0.0183
2020-07-29,100.066666,102.320663,99.133331,99.940666,99.940666,141403500,-0.0013
2020-07-30,99.199997,100.882668,98.066666,99.166000,99.166000,114315000,-0.0003
2020-07-31,101.000000,101.136665,94.732002,95.384003,95.384003,183123000,-0.0556
2020-08-03,96.613335,100.653999,96.292000,99.000000,99.000000,132139500,0.0247
2020-08-04,99.667336,101.827332,97.466667,99.133331,99.133331,126225000,-0.0054
2020-08-05,99.532669,99.989334,97.887337,99.001335,99.001335,74217000,-0.0053
2020-08-06,99.388664,101.153999,98.484001,99.305336,99.305336,89884500,-0.0008
2020-08-07,99.969330,99.983330,94.334000,96.847336,96.847336,133446000,-0.0312
2020-08-10,96.533333,97.166664,92.389336,94.571335,94.571335,112834500,-0.0203
2020-08-11,93.066666,94.666664,91.000000,91.625999,91.625999,129387000,-0.0155
2020-08-12,98.000000,105.666664,95.666664,103.650665,103.650665,327441000,0.0577
2020-08-13,107.400002,110.078667,104.484001,108.066666,108.066666,306379500,0.0062
2020-08-14,110.999336,111.253334,108.442665,110.047333,110.047333,188664000,-0.0086
2020-08-17,111.800003,123.057335,111.522003,122.375999,122.375999,303634500,0.0946
2020-08-18,126.599335,128.259995,123.007332,125.806000,125.806000,247117500,-0.0063
2020-08-19,124.333336,127.400002,122.747330,125.235336,125.235336,183079500,0.0073
2020-08-20,124.045334,134.799332,123.804001,133.455338,133.455338,309177000,0.0759
2020-08-21,136.317337,139.699326,135.003326,136.665329,136.665329,322344000,0.0026
2020-08-24,141.751999,141.933334,128.501328,134.279999,134.279999,300954000,-0.0527
2020-08-25,131.659332,135.196671,131.199997,134.889328,134.889328,159883500,0.0245
2020-08-26,137.333328,144.399994,136.908661,143.544662,143.544662,213591000,0.0452
2020-08-27,145.363998,153.039993,142.833328,149.250000,149.250000,355395000,0.0267
2020-08-28,153.007996,154.565994,145.768005,147.559998,147.559998,301218000,-0.0356
2020-08-31,148.203339,166.713333,146.703339,166.106674,166.106674,355123200,0.1208
2020-09-01,167.380005,167.496674,156.836670,158.350006,158.350006,269523300,-0.0539
2020-09-02,159.663330,159.679993,135.039993,149.123337,149.123337,288528300,-0.0660
2020-09-03,135.743332,143.933334,134.000000,135.666672,135.666672,262788300,-0.0006
2020-09-04,134.270004,142.666672,124.006668,139.440002,139.440002,330965700,0.0385
2020-09-08,118.666664,122.913330,109.959999,110.070000,110.070000,346397100,-0.0724
2020-09-09,118.866669,123.000000,113.836670,122.093330,122.093330,238397400,0.0271
2020-09-10,128.736664,132.996674,120.186668,123.779999,123.779999,254791800,-0.0385
2020-09-11,127.313332,127.500000,120.166664,124.239998,124.239998,182152500,-0.0241
2020-09-14,126.983330,140.000000,124.433334,139.873337,139.873337,249061800,0.1015
2020-09-15,145.520004,153.979996,143.566666,149.919998,149.919998,291894600,0.0302
2020-09-16,146.623337,152.596664,145.103333,147.253326,147.253326,216837900,0.0043
2020-09-17,138.533340,145.929993,136.000000,141.143326,141.143326,230337600,0.0188
2020-09-18,149.313339,150.333328,142.933334,147.383331,147.383331,259220400,-0.0129
2020-09-21,151.043335,151.893326,135.690002,149.796661,149.796661,328430400,-0.0083
2020-09-22,143.199997,145.919998,139.199997,141.410004,141.410004,238742400,-0.0125
2020-09-23,135.053329,137.383331,125.293335,126.786667,126.786667,285222600,-0.0612
2020-09-24,121.266670,133.166672,117.099998,129.263336,129.263336,289683300,0.0659
2020-09-25,131.156662,136.243332,130.433334,135.779999,135.779999,201625500,0.0353
2020-09-28,141.539993,142.693329,138.516663,140.399994,140.399994,149158800,-0.0081
2020-09-29,138.666672,142.833328,137.199997,139.690002,139.690002,150657900,0.0074
2020-09-30,140.440002,144.643326,140.156662,143.003326,143.003326,144436800,0.0183
2020-10-01,146.919998,149.626663,144.806671,149.386673,149.386673,152224500,0.0168
2020-10-02,140.463333,146.376663,138.333328,138.363327,138.363327,214290000,-0.0150
2020-10-05,141.116669,144.546661,139.776672,141.893326,141.893326,134168400,0.0055
2020-10-06,141.263336,142.926666,135.350006,137.993332,137.993332,147438900,-0.0231
2020-10-07,139.956665,143.300003,137.949997,141.766663,141.766663,129383100,0.0129
2020-10-08,146.146667,146.333328,141.766663,141.973328,141.973328,121263300,-0.0286
2020-10-09,143.376663,144.863327,142.153336,144.666672,144.666672,86777100,0.0090
2020-10-12,147.333328,149.580002,146.193329,147.433334,147.433334,116373300,0.0007
2020-10-13,147.783340,149.630005,145.533340,148.883331,148.883331,103391100,0.0074
2020-10-14,149.926666,155.300003,149.116669,153.766663,153.766663,143639100,0.0256
2020-10-15,150.103333,152.190002,147.500000,149.626663,149.626663,107017200,-0.0032
2020-10-16,151.479996,151.983337,146.283340,146.556671,146.556671,98327700,-0.0325
2020-10-19,148.746674,149.000000,142.956665,143.610001,143.610001,108863400,-0.0345
2020-10-20,143.916672,143.916672,139.683334,140.646667,140.646667,94968900,-0.0227
2020-10-21,140.899994,144.316666,140.416672,140.880005,140.880005,97111500,-0.0001
2020-10-22,147.306671,148.410004,141.503326,141.929993,141.929993,119979600,-0.0365
2020-10-23,140.613327,140.963333,135.793335,140.210007,140.210007,101151000,-0.0029
2020-10-26,137.210007,141.919998,136.666672,140.093338,140.093338,84717600,0.0210
2020-10-27,141.253326,143.500000,140.033340,141.559998,141.559998,68059500,0.0022
2020-10-28,138.826660,139.533340,135.333328,135.339996,135.339996,76354200,-0.0251
2020-10-29,136.653336,139.353333,135.486664,136.943329,136.943329,67965900,0.0021
2020-10-30,135.633331,135.863327,126.370003,129.346664,129.346664,127533900,-0.0464
2020-11-02,131.333328,135.660004,130.766663,133.503326,133.503326,87063300,0.0165
2020-11-03,136.576660,142.589996,135.563339,141.300003,141.300003,103055100,0.0346
2020-11-04,143.539993,145.133331,139.033340,140.326660,140.326660,96429300,-0.0224
2020-11-05,142.766663,146.666672,141.333328,146.029999,146.029999,85243500,0.0229
2020-11-06,145.366669,145.523331,141.426666,143.316666,143.316666,65118000,-0.0141
2020-11-09,146.500000,150.833328,140.333328,140.419998,140.419998,104499000,-0.0415
2020-11-10,140.029999,140.029999,132.009995,136.786667,136.786667,90852600,-0.0232
2020-11-11,138.816666,139.566666,136.860001,139.043335,139.043335,52073100,0.0016
2020-11-12,138.350006,141.000000,136.506668,137.253326,137.253326,59565300,-0.0079
2020-11-13,136.949997,137.509995,133.886673,136.166672,136.166672,59313300,-0.0057
2020-11-16,136.309998,137.483337,134.696671,136.029999,136.029999,80515800,-0.0021
2020-11-17,153.389999,154.000000,144.336670,147.203339,147.203339,183564900,-0.0403
2020-11-18,149.449997,165.333328,147.833328,162.213333,162.213333,234132000,0.0854
2020-11-19,164.000000,169.536667,162.523331,166.423340,166.423340,187425900,0.0148
2020-11-20,165.996674,167.500000,163.020004,163.203339,163.203339,98735700,-0.0168
2020-11-23,167.833328,175.333328,167.263336,173.949997,173.949997,150780900,0.0364
2020-11-24,180.133331,186.663330,175.399994,185.126663,185.126663,160945500,0.0277
2020-11-25,183.353333,191.333328,181.789993,191.333328,191.333328,146790600,0.0435
2020-11-27,193.720001,199.593338,192.816666,195.253326,195.253326,112683300,0.0079
2020-11-30,200.736664,202.600006,184.836670,189.199997,189.199997,189009300,-0.0575
2020-12-01,199.196671,199.283340,190.683334,194.919998,194.919998,120310500,-0.0215
2020-12-02,185.479996,190.513336,180.403336,189.606674,189.606674,143327100,0.0222
2020-12-03,196.673340,199.656662,194.143326,197.793335,197.793335,127656000,0.0057
2020-12-04,197.003326,199.679993,195.166672,199.679993,199.679993,88203900,0.0136
2020-12-07,201.639999,216.263336,201.016663,213.919998,213.919998,168929100,0.0609
2020-12-08,208.503326,217.093338,206.166672,216.626663,216.626663,192795000,0.0390
2020-12-09,217.896667,218.106674,196.000000,201.493332,201.493332,213873600,-0.0753
2020-12-10,191.456665,209.250000,188.779999,209.023331,209.023331,201249600,0.0918
2020-12-11,205.003326,208.000000,198.933334,203.330002,203.330002,139425000,-0.0082
2020-12-14,206.333328,214.250000,203.399994,213.276672,213.276672,156121800,0.0337
2020-12-15,214.426666,215.633331,207.933334,211.083328,211.083328,135214500,-0.0156
2020-12-16,209.410004,210.833328,201.666672,207.589996,207.589996,126287400,-0.0087
2020-12-17,209.396667,219.606674,206.500000,218.633331,218.633331,168810300,0.0441
2020-12-18,222.966660,231.666672,209.513336,231.666672,231.666672,666378600,0.0390
2020-12-21,222.080002,222.833328,215.356674,216.619995,216.619995,174135900,-0.0246
2020-12-22,216.000000,216.626663,204.743332,213.446671,213.446671,155148000,-0.0118
2020-12-23,210.733337,217.166672,207.523331,215.326660,215.326660,99519000,0.0218
2020-12-24,214.330002,222.029999,213.666672,220.589996,220.589996,68596800,0.0292
2020-12-28,224.836670,227.133331,220.266663,221.229996,221.229996,96835800,-0.0160
2020-12-29,220.333328,223.300003,218.333328,221.996674,221.996674,68732400,0.0075
2020-12-30,224.000000,232.199997,222.786667,231.593338,231.593338,128538000,0.0339
2020-12-31,233.330002,239.573334,230.373337,235.223328,235.223328,148949700,0.0081
2021-01-04,239.820007,248.163330,239.063339,243.256668,243.256668,145914600,0.0143
2021-01-05,241.220001,246.946671,239.733337,245.036667,245.036667,96735600,0.0158
2021-01-06,252.830002,258.000000,249.699997,251.993332,251.993332,134100000,-0.0033
2021-01-07,259.209991,272.329987,258.399994,272.013336,272.013336,154496700,0.0494
2021-01-08,285.333344,294.829987,279.463318,293.339996,293.339996,225166500,0.0281
2021-01-11,283.133331,284.809998,267.873322,270.396667,270.396667,177904800,-0.0450
2021-01-12,277.000000,289.333344,275.779999,283.146667,283.146667,138812100,0.0222
2021-01-13,284.253326,286.823334,277.333344,284.803345,284.803345,99937500,0.0019
2021-01-14,281.130005,287.666656,279.583344,281.666656,281.666656,93798900,0.0019
2021-01-15,284.000000,286.633331,273.033325,275.386658,275.386658,116332800,-0.0303
2021-01-19,279.266663,283.333344,277.666656,281.516663,281.516663,76101000,0.0081
2021-01-20,286.246674,286.500000,279.093323,283.483337,283.483337,76997700,-0.0097
2021-01-21,285.000000,285.239990,280.473328,281.663330,281.663330,61563300,-0.0117
2021-01-22,278.103333,282.666656,276.206665,282.213318,282.213318,60199500,0.0148
2021-01-25,285.000000,300.133331,279.606659,293.600006,293.600006,123520200,0.0302
2021-01-26,297.126678,298.633331,290.533325,294.363342,294.363342,69394800,-0.0093
2021-01-27,290.116669,297.166656,286.220001,288.053345,288.053345,82002000,-0.0071
2021-01-28,273.333344,282.666656,267.000000,278.476654,278.476654,79134000,0.0188
2021-01-29,276.666656,280.803345,260.033325,264.510010,264.510010,104972400,-0.0439
2021-02-01,271.429993,280.666656,265.186676,279.936676,279.936676,76174200,0.0313
2021-02-02,281.559998,293.500000,280.733337,290.929993,290.929993,73038600,0.0333
2021-02-03,292.339996,292.693329,284.353333,284.896667,284.896667,55030500,-0.0255
2021-02-04,285.000000,285.500000,277.806671,283.329987,283.329987,47438100,-0.0059
2021-02-05,281.666656,288.256653,279.656677,284.076660,284.076660,55699800,0.0086
2021-02-08,289.890015,292.589996,284.916656,287.806671,287.806671,60485100,-0.0072
2021-02-09,285.040009,286.600006,280.583344,283.153320,283.153320,45473100,-0.0066
2021-02-10,281.213318,281.606659,266.673340,268.273346,268.273346,108648300,-0.0460
2021-02-11,270.813324,276.626678,267.243347,270.553345,270.553345,64868400,-0.0010
2021-02-12,267.086670,272.443329,261.776672,272.040009,272.040009,71304900,0.0185
2021-02-16,272.666656,273.666656,264.146667,265.406677,265.406677,59406900,-0.0266
2021-02-17,259.696655,266.613342,254.003326,266.049988,266.049988,77989500,0.0245
2021-02-18,260.299988,264.896667,258.756653,262.459991,262.459991,53871300,0.0083
2021-02-19,265.000000,265.596680,259.123322,260.433319,260.433319,56874900,-0.0172
2021-02-22,254.213333,256.166656,236.733337,238.166672,238.166672,111809100,-0.0631
2021-02-23,220.710007,237.869995,206.333328,232.946671,232.946671,199820700,0.0554
2021-02-24,237.283340,248.333328,231.389999,247.339996,247.339996,110301000,0.0424
2021-02-25,242.050003,245.736664,223.526672,227.406662,227.406662,117071700,-0.0605
2021-02-26,233.333328,235.566666,219.836670,225.166672,225.166672,123267600,-0.0350
2021-03-01,230.036667,239.666672,228.350006,239.476669,239.476669,81408600,0.0410
2021-03-02,239.426666,240.369995,228.333328,228.813339,228.813339,71196600,-0.0443
2021-03-03,229.330002,233.566666,217.236664,217.733337,217.733337,90624000,-0.0506
2021-03-04,218.600006,222.816666,200.000000,207.146667,207.146667,197758500,-0.0524
2021-03-05,208.686661,209.279999,179.830002,199.316666,199.316666,268189500,-0.0449
2021-03-08,200.183334,206.710007,186.263336,187.666672,187.666672,155361000,-0.0625
2021-03-09,202.726669,226.029999,198.403336,224.526672,224.526672,202569900,0.1075
2021-03-10,233.433334,239.283340,218.353333,222.686661,222.686661,181817100,-0.0460
2021-03-11,233.133331,234.166672,225.726669,233.199997,233.199997,108761700,0.0003
2021-03-12,223.333328,231.626663,222.046661,231.243332,231.243332,100751400,0.0354
2021-03-15,231.363327,237.726669,228.013336,235.979996,235.979996,88006800,0.0200
2021-03-16,234.449997,235.973328,223.666672,225.626663,225.626663,96587100,-0.0376
2021-03-17,218.956665,234.576660,217.003326,233.936661,233.936661,121117500,0.0684
2021-03-18,228.096664,229.743332,217.333328,217.720001,217.720001,99674400,-0.0455
2021-03-19,215.533340,219.076660,208.206665,218.289993,218.289993,128682000,0.0128
2021-03-22,228.196671,233.206665,222.916672,223.333328,223.333328,118536600,-0.0213
2021-03-23,225.256668,225.933334,219.169998,220.720001,220.720001,91475700,-0.0201
2021-03-24,222.636673,222.673340,210.036667,210.089996,210.089996,101385600,-0.0564
2021-03-25,204.333328,215.166672,203.166672,213.463333,213.463333,117674700,0.0447
2021-03-26,213.956665,214.606674,199.963333,206.236664,206.236664,101558400,-0.0361
2021-03-29,205.213333,205.493332,198.673340,203.763336,203.763336,85911000,-0.0071
2021-03-30,200.583328,212.553329,197.003326,211.873337,211.873337,118297200,0.0563
2021-03-31,215.539993,224.000000,213.703339,222.643326,222.643326,100011900,0.0330
2021-04-01,229.456665,230.806671,219.806671,220.583328,220.583328,105895200,-0.0387
2021-04-05,235.903336,236.053329,228.233337,230.350006,230.350006,125528400,-0.0235
2021-04-06,230.100006,232.183334,227.123337,230.539993,230.539993,84815400,0.0019
2021-04-07,229.000000,230.460007,222.613327,223.656662,223.656662,78928200,-0.0233
2021-04-08,225.793335,229.850006,223.883331,227.933334,227.933334,71772900,0.0095
2021-04-09,225.923340,226.990005,223.143326,225.673340,225.673340,64311300,-0.0011
2021-04-12,228.566666,234.933334,227.363327,233.993332,233.993332,87407100,0.0237
2021-04-13,237.566666,254.333328,236.886673,254.106674,254.106674,133958400,0.0696
2021-04-14,256.899994,260.263336,242.676666,244.076660,244.076660,147052200,-0.0499
2021-04-15,247.699997,247.896667,240.436661,246.283340,246.283340,83546700,-0.0057
